Sample Rate:	1000.000000
Time (s)	ECG	GSC
0.901000	0.024465	0.026024
0.902000	0.024074	0.026021
0.903000	0.023718	0.026017
0.904000	0.023399	0.026014
0.905000	0.023215	0.026011
0.906000	0.023268	0.026008
0.907000	0.023594	0.026005
0.908000	0.024170	0.026002
0.909000	0.024826	0.025998
0.910000	0.025204	0.025995
0.911000	0.025094	0.025992
0.912000	0.024702	0.025989
0.913000	0.024424	0.025986
0.914000	0.024414	0.025983
0.915000	0.024583	0.025980
0.916000	0.024847	0.025977
0.917000	0.025160	0.025973
0.918000	0.025460	0.025970
0.919000	0.025739	0.025967
0.920000	0.026015	0.025964
0.921000	0.026203	0.025961
0.922000	0.026241	0.025958
0.923000	0.026295	0.025955
0.924000	0.026601	0.025952
0.925000	0.027137	0.025949
0.926000	0.027642	0.025946
0.927000	0.027937	0.025943
0.928000	0.028134	0.025939
0.929000	0.028468	0.025936
0.930000	0.028996	0.025933
0.931000	0.029685	0.025930
0.932000	0.030504	0.025927
0.933000	0.031205	0.025924
0.934000	0.031472	0.025921
0.935000	0.031267	0.025918
0.936000	0.030797	0.025915
0.937000	0.030306	0.025912
0.938000	0.030010	0.025909
0.939000	0.030015	0.025906
0.940000	0.030180	0.025903
0.941000	0.030259	0.025900
0.942000	0.030075	0.025897
0.943000	0.029589	0.025894
0.944000	0.028954	0.025891
0.945000	0.028382	0.025888
0.946000	0.027927	0.025885
0.947000	0.027568	0.025882
0.948000	0.027371	0.025879
0.949000	0.027403	0.025876
0.950000	0.027639	0.025873
0.951000	0.027982	0.025870
0.952000	0.028274	0.025867
0.953000	0.028383	0.025865
0.954000	0.028326	0.025862
0.955000	0.028276	0.025859
0.956000	0.028361	0.025856
0.957000	0.028500	0.025853
0.958000	0.028625	0.025850
0.959000	0.028750	0.025847
0.960000	0.028761	0.025844
0.961000	0.028556	0.025841
0.962000	0.028242	0.025839
0.963000	0.027979	0.025836
0.964000	0.027894	0.025833
0.965000	0.028188	0.025830
0.966000	0.028985	0.025827
0.967000	0.029970	0.025824
0.968000	0.030563	0.025821
0.969000	0.030572	0.025819
0.970000	0.030242	0.025816
0.971000	0.029822	0.025813
0.972000	0.029495	0.025810
0.973000	0.029421	0.025807
0.974000	0.029572	0.025805
0.975000	0.029776	0.025802
0.976000	0.029926	0.025799
0.977000	0.030008	0.025796
0.978000	0.030036	0.025794
0.979000	0.030019	0.025791
0.980000	0.030065	0.025788
0.981000	0.030363	0.025785
0.982000	0.030667	0.025783
0.983000	0.030400	0.025780
0.984000	0.029423	0.025777
0.985000	0.028093	0.025774
0.986000	0.026830	0.025772
0.987000	0.025829	0.025769
0.988000	0.025002	0.025766
0.989000	0.024295	0.025764
0.990000	0.023994	0.025761
0.991000	0.024163	0.025758
0.992000	0.024164	0.025756
0.993000	0.023453	0.025753
0.994000	0.022156	0.025750
0.995000	0.020701	0.025748
0.996000	0.019510	0.025745
0.997000	0.018910	0.025743
0.998000	0.019009	0.025740
0.999000	0.019605	0.025737
1.000000	0.020345	0.025735
1.001000	0.020999	0.025732
1.002000	0.021434	0.025730
1.003000	0.021604	0.025727
1.004000	0.021658	0.025725
1.005000	0.021744	0.025722
1.006000	0.021908	0.025719
1.007000	0.022240	0.025717
1.008000	0.022633	0.025714
1.009000	0.022752	0.025712
1.010000	0.022566	0.025709
1.011000	0.022343	0.025707
1.012000	0.022136	0.025705
1.013000	0.021798	0.025702
1.014000	0.021291	0.025700
1.015000	0.020670	0.025697
1.016000	0.020013	0.025695
1.017000	0.019423	0.025692
1.018000	0.018921	0.025690
1.019000	0.018448	0.025687
1.020000	0.017999	0.025685
1.021000	0.017652	0.025682
1.022000	0.017604	0.025680
1.023000	0.018029	0.025678
1.024000	0.018743	0.025675
1.025000	0.019338	0.025673
1.026000	0.019605	0.025670
1.027000	0.019598	0.025668
1.028000	0.019503	0.025666
1.029000	0.019626	0.025663
1.030000	0.020271	0.025661
1.031000	0.021479	0.025659
1.032000	0.023019	0.025656
1.033000	0.024453	0.025654
1.034000	0.025227	0.025652
1.035000	0.025155	0.025650
1.036000	0.024642	0.025647
1.037000	0.024265	0.025645
1.038000	0.024287	0.025643
1.039000	0.024534	0.025640
1.040000	0.024764	0.025638
1.041000	0.024966	0.025636
1.042000	0.025100	0.025634
1.043000	0.024883	0.025631
1.044000	0.024036	0.025629
1.045000	0.022585	0.025627
1.046000	0.020907	0.025625
1.047000	0.019499	0.025623
1.048000	0.018565	0.025620
1.049000	0.017863	0.025618
1.050000	0.017062	0.025616
1.051000	0.016144	0.025614
1.052000	0.015425	0.025612
1.053000	0.015321	0.025610
1.054000	0.016008	0.025607
1.055000	0.017112	0.025605
1.056000	0.017976	0.025603
1.057000	0.018403	0.025601
1.058000	0.018741	0.025599
1.059000	0.019363	0.025597
1.060000	0.020436	0.025595
1.061000	0.021940	0.025592
1.062000	0.023583	0.025590
1.063000	0.025146	0.025588
1.064000	0.026699	0.025586
1.065000	0.027941	0.025584
1.066000	0.028238	0.025582
1.067000	0.027485	0.025580
1.068000	0.026232	0.025578
1.069000	0.025036	0.025576
1.070000	0.023951	0.025574
1.071000	0.022731	0.025572
1.072000	0.021365	0.025570
1.073000	0.020140	0.025568
1.074000	0.019183	0.025566
1.075000	0.018172	0.025564
1.076000	0.016663	0.025562
1.077000	0.014570	0.025560
1.078000	0.012180	0.025558
1.079000	0.009894	0.025556
1.080000	0.008039	0.025554
1.081000	0.006778	0.025552
1.082000	0.006223	0.025550
1.083000	0.006542	0.025548
1.084000	0.007588	0.025546
1.085000	0.008740	0.025544
1.086000	0.009541	0.025542
1.087000	0.010053	0.025540
1.088000	0.010449	0.025538
1.089000	0.010769	0.025536
1.090000	0.011052	0.025535
1.091000	0.011379	0.025533
1.092000	0.011776	0.025531
1.093000	0.012227	0.025529
1.094000	0.012756	0.025527
1.095000	0.013338	0.025525
1.096000	0.013804	0.025524
1.097000	0.014039	0.025522
1.098000	0.014121	0.025520
1.099000	0.014111	0.025518
1.100000	0.013882	0.025516
1.101000	0.013376	0.025515
1.102000	0.012829	0.025513
1.103000	0.012449	0.025511
1.104000	0.012132	0.025509
1.105000	0.011666	0.025508
1.106000	0.010937	0.025506
1.107000	0.009974	0.025504
1.108000	0.008920	0.025503
1.109000	0.007940	0.025501
1.110000	0.007183	0.025499
1.111000	0.006779	0.025497
1.112000	0.006796	0.025496
1.113000	0.007227	0.025494
1.114000	0.008121	0.025493
1.115000	0.009515	0.025491
1.116000	0.011183	0.025489
1.117000	0.012891	0.025488
1.118000	0.014724	0.025486
1.119000	0.016895	0.025484
1.120000	0.019565	0.025483
1.121000	0.022858	0.025481
1.122000	0.026738	0.025480
1.123000	0.030874	0.025478
1.124000	0.034845	0.025477
1.125000	0.038431	0.025475
1.126000	0.041588	0.025474
1.127000	0.044247	0.025472
1.128000	0.046183	0.025471
1.129000	0.047134	0.025469
1.130000	0.047037	0.025468
1.131000	0.046061	0.025466
1.132000	0.044530	0.025465
1.133000	0.042820	0.025463
1.134000	0.041152	0.025462
1.135000	0.039612	0.025460
1.136000	0.038183	0.025459
1.137000	0.036704	0.025457
1.138000	0.035214	0.025456
1.139000	0.033913	0.025454
1.140000	0.032746	0.025453
1.141000	0.031635	0.025452
1.142000	0.030764	0.025450
1.143000	0.030317	0.025449
1.144000	0.030310	0.025447
1.145000	0.030697	0.025446
1.146000	0.031455	0.025445
1.147000	0.032589	0.025443
1.148000	0.034260	0.025442
1.149000	0.036526	0.025441
1.150000	0.038671	0.025439
1.151000	0.039618	0.025438
1.152000	0.038988	0.025437
1.153000	0.037264	0.025435
1.154000	0.035096	0.025434
1.155000	0.032822	0.025433
1.156000	0.030564	0.025432
1.157000	0.028301	0.025430
1.158000	0.025806	0.025429
1.159000	0.022712	0.025428
1.160000	0.018854	0.025427
1.161000	0.014560	0.025425
1.162000	0.010395	0.025424
1.163000	0.006640	0.025423
1.164000	0.003355	0.025422
1.165000	0.000662	0.025420
1.166000	-0.001501	0.025419
1.167000	-0.003384	0.025418
1.168000	-0.005094	0.025417
1.169000	-0.006629	0.025416
1.170000	-0.007982	0.025414
1.171000	-0.009122	0.025413
1.172000	-0.009997	0.025412
1.173000	-0.010576	0.025411
1.174000	-0.010930	0.025410
1.175000	-0.011177	0.025409
1.176000	-0.011368	0.025408
1.177000	-0.011481	0.025406
1.178000	-0.011610	0.025405
1.179000	-0.012078	0.025404
1.180000	-0.013195	0.025403
1.181000	-0.014934	0.025402
1.182000	-0.016977	0.025401
1.183000	-0.019108	0.025400
1.184000	-0.021343	0.025399
1.185000	-0.023624	0.025398
1.186000	-0.025740	0.025397
1.187000	-0.027518	0.025396
1.188000	-0.028833	0.025395
1.189000	-0.029646	0.025394
1.190000	-0.030152	0.025393
1.191000	-0.030606	0.025392
1.192000	-0.031074	0.025391
1.193000	-0.031460	0.025390
1.194000	-0.031647	0.025389
1.195000	-0.031526	0.025388
1.196000	-0.030985	0.025387
1.197000	-0.030085	0.025386
1.198000	-0.029051	0.025385
1.199000	-0.028072	0.025384
1.200000	-0.027440	0.025383
1.201000	-0.027578	0.025383
1.202000	-0.028678	0.025382
1.203000	-0.030667	0.025381
1.204000	-0.033354	0.025380
1.205000	-0.036592	0.025379
1.206000	-0.040556	0.025378
1.207000	-0.045452	0.025377
1.208000	-0.050983	0.025376
1.209000	-0.056571	0.025376
1.210000	-0.061694	0.025375
1.211000	-0.065756	0.025374
1.212000	-0.068007	0.025373
1.213000	-0.067727	0.025372
1.214000	-0.064320	0.025372
1.215000	-0.057224	0.025371
1.216000	-0.045976	0.025370
1.217000	-0.030358	0.025369
1.218000	-0.010132	0.025368
1.219000	0.015359	0.025368
1.220000	0.046796	0.025367
1.221000	0.084095	0.025366
1.222000	0.126781	0.025365
1.223000	0.174765	0.025365
1.224000	0.228200	0.025364
1.225000	0.287041	0.025363
1.226000	0.350946	0.025363
1.227000	0.419556	0.025362
1.228000	0.492534	0.025361
1.229000	0.569190	0.025361
1.230000	0.648559	0.025360
1.231000	0.729615	0.025359
1.232000	0.811055	0.025359
1.233000	0.891254	0.025358
1.234000	0.968692	0.025357
1.235000	1.042383	0.025357
1.236000	1.111564	0.025356
1.237000	1.174867	0.025355
1.238000	1.230159	0.025355
1.239000	1.274983	0.025354
1.240000	1.306710	0.025353
1.241000	1.322465	0.025353
1.242000	1.319636	0.025352
1.243000	1.296785	0.025352
1.244000	1.253720	0.025351
1.245000	1.190891	0.025350
1.246000	1.109334	0.025350
1.247000	1.010695	0.025349
1.248000	0.896824	0.025349
1.249000	0.769673	0.025348
1.250000	0.631707	0.025347
1.251000	0.485968	0.025347
1.252000	0.335635	0.025346
1.253000	0.183868	0.025346
1.254000	0.034000	0.025345
1.255000	-0.110405	0.025345
1.256000	-0.245917	0.025344
1.257000	-0.369643	0.025344
1.258000	-0.479305	0.025343
1.259000	-0.573247	0.025342
1.260000	-0.650392	0.025342
1.261000	-0.710159	0.025341
1.262000	-0.752586	0.025341
1.263000	-0.778557	0.025340
1.264000	-0.789779	0.025340
1.265000	-0.788465	0.025339
1.266000	-0.777026	0.025339
1.267000	-0.757879	0.025338
1.268000	-0.733244	0.025338
1.269000	-0.705018	0.025337
1.270000	-0.674784	0.025337
1.271000	-0.643861	0.025336
1.272000	-0.613215	0.025336
1.273000	-0.583606	0.025335
1.274000	-0.555933	0.025335
1.275000	-0.530979	0.025334
1.276000	-0.509016	0.025334
1.277000	-0.490020	0.025333
1.278000	-0.473892	0.025333
1.279000	-0.460349	0.025332
1.280000	-0.448822	0.025332
1.281000	-0.438648	0.025331
1.282000	-0.429393	0.025331
1.283000	-0.420878	0.025330
1.284000	-0.412946	0.025330
1.285000	-0.405431	0.025330
1.286000	-0.398219	0.025329
1.287000	-0.391283	0.025329
1.288000	-0.384607	0.025328
1.289000	-0.378068	0.025328
1.290000	-0.371610	0.025327
1.291000	-0.365236	0.025327
1.292000	-0.358650	0.025326
1.293000	-0.351451	0.025326
1.294000	-0.343862	0.025326
1.295000	-0.336572	0.025325
1.296000	-0.329966	0.025325
1.297000	-0.324266	0.025324
1.298000	-0.319617	0.025324
1.299000	-0.315624	0.025324
1.300000	-0.311590	0.025323
1.301000	-0.307087	0.025323
1.302000	-0.301919	0.025322
1.303000	-0.296179	0.025322
1.304000	-0.290455	0.025322
1.305000	-0.285278	0.025321
1.306000	-0.280641	0.025321
1.307000	-0.276285	0.025321
1.308000	-0.271973	0.025320
1.309000	-0.267588	0.025320
1.310000	-0.263179	0.025319
1.311000	-0.258848	0.025319
1.312000	-0.254630	0.025319
1.313000	-0.250493	0.025318
1.314000	-0.246263	0.025318
1.315000	-0.241682	0.025318
1.316000	-0.236721	0.025317
1.317000	-0.231644	0.025317
1.318000	-0.226656	0.025317
1.319000	-0.221746	0.025316
1.320000	-0.216839	0.025316
1.321000	-0.211934	0.025316
1.322000	-0.207110	0.025315
1.323000	-0.202446	0.025315
1.324000	-0.197892	0.025315
1.325000	-0.193294	0.025314
1.326000	-0.188559	0.025314
1.327000	-0.183723	0.025314
1.328000	-0.178871	0.025313
1.329000	-0.174026	0.025313
1.330000	-0.169193	0.025313
1.331000	-0.164487	0.025313
1.332000	-0.159981	0.025312
1.333000	-0.155461	0.025312
1.334000	-0.150681	0.025312
1.335000	-0.145869	0.025312
1.336000	-0.141454	0.025311
1.337000	-0.137523	0.025311
1.338000	-0.133917	0.025311
1.339000	-0.130400	0.025311
1.340000	-0.126734	0.025310
1.341000	-0.122855	0.025310
1.342000	-0.118839	0.025310
1.343000	-0.114761	0.025310
1.344000	-0.110774	0.025309
1.345000	-0.107058	0.025309
1.346000	-0.103594	0.025309
1.347000	-0.100203	0.025309
1.348000	-0.096718	0.025309
1.349000	-0.093124	0.025308
1.350000	-0.089680	0.025308
1.351000	-0.086692	0.025308
1.352000	-0.084114	0.025308
1.353000	-0.081543	0.025308
1.354000	-0.078610	0.025307
1.355000	-0.075219	0.025307
1.356000	-0.071540	0.025307
1.357000	-0.068101	0.025307
1.358000	-0.065442	0.025307
1.359000	-0.063549	0.025307
1.360000	-0.062012	0.025306
1.361000	-0.060519	0.025306
1.362000	-0.058949	0.025306
1.363000	-0.057241	0.025306
1.364000	-0.055368	0.025306
1.365000	-0.053424	0.025306
1.366000	-0.051595	0.025306
1.367000	-0.049975	0.025305
1.368000	-0.048320	0.025305
1.369000	-0.046121	0.025305
1.370000	-0.043311	0.025305
1.371000	-0.040411	0.025305
1.372000	-0.037867	0.025305
1.373000	-0.035858	0.025305
1.374000	-0.034322	0.025305
1.375000	-0.032960	0.025304
1.376000	-0.031500	0.025304
1.377000	-0.029785	0.025304
1.378000	-0.027684	0.025304
1.379000	-0.025116	0.025304
1.380000	-0.022172	0.025304
1.381000	-0.019254	0.025304
1.382000	-0.016894	0.025304
1.383000	-0.015276	0.025304
1.384000	-0.014142	0.025303
1.385000	-0.013084	0.025303
1.386000	-0.011800	0.025303
1.387000	-0.010303	0.025303
1.388000	-0.008803	0.025303
1.389000	-0.007351	0.025303
1.390000	-0.005809	0.025303
1.391000	-0.004077	0.025303
1.392000	-0.002171	0.025303
1.393000	-0.000181	0.025303
1.394000	0.001807	0.025303
1.395000	0.003745	0.025303
1.396000	0.005582	0.025303
1.397000	0.007233	0.025303
1.398000	0.008649	0.025303
1.399000	0.009852	0.025303
1.400000	0.010917	0.025302
1.401000	0.011957	0.025302
1.402000	0.013050	0.025302
1.403000	0.014199	0.025302
1.404000	0.015366	0.025302
1.405000	0.016500	0.025302
1.406000	0.017691	0.025302
1.407000	0.019173	0.025302
1.408000	0.020956	0.025302
1.409000	0.022818	0.025302
1.410000	0.024628	0.025302
1.411000	0.026336	0.025302
1.412000	0.027917	0.025302
1.413000	0.029414	0.025302
1.414000	0.030800	0.025302
1.415000	0.032012	0.025302
1.416000	0.033288	0.025302
1.417000	0.034927	0.025302
1.418000	0.036572	0.025302
1.419000	0.037561	0.025302
1.420000	0.037832	0.025302
1.421000	0.037906	0.025302
1.422000	0.038219	0.025302
1.423000	0.038750	0.025302
1.424000	0.039458	0.025302
1.425000	0.040566	0.025302
1.426000	0.041978	0.025302
1.427000	0.043172	0.025302
1.428000	0.043825	0.025302
1.429000	0.044203	0.025302
1.430000	0.044865	0.025302
1.431000	0.045906	0.025302
1.432000	0.046837	0.025302
1.433000	0.047402	0.025302
1.434000	0.048003	0.025302
1.435000	0.049089	0.025302
1.436000	0.050660	0.025302
1.437000	0.052340	0.025302
1.438000	0.053805	0.025302
1.439000	0.055036	0.025302
1.440000	0.055964	0.025302
1.441000	0.056424	0.025302
1.442000	0.056471	0.025302
1.443000	0.056365	0.025302
1.444000	0.056396	0.025302
1.445000	0.056721	0.025302
1.446000	0.057413	0.025302
1.447000	0.058455	0.025302
1.448000	0.059581	0.025302
1.449000	0.060500	0.025302
1.450000	0.061130	0.025302
1.451000	0.061601	0.025302
1.452000	0.062177	0.025302
1.453000	0.063072	0.025302
1.454000	0.064274	0.025302
1.455000	0.065633	0.025302
1.456000	0.067139	0.025302
1.457000	0.068920	0.025302
1.458000	0.070792	0.025302
1.459000	0.072227	0.025302
1.460000	0.072962	0.025302
1.461000	0.073241	0.025302
1.462000	0.073492	0.025302
1.463000	0.074048	0.025302
1.464000	0.074983	0.025302
1.465000	0.076075	0.025302
1.466000	0.077024	0.025302
1.467000	0.077735	0.025302
1.468000	0.078306	0.025303
1.469000	0.078850	0.025303
1.470000	0.079429	0.025303
1.471000	0.080020	0.025303
1.472000	0.080573	0.025303
1.473000	0.081124	0.025303
1.474000	0.081689	0.025303
1.475000	0.082179	0.025303
1.476000	0.082548	0.025303
1.477000	0.082931	0.025303
1.478000	0.083495	0.025303
1.479000	0.084203	0.025303
1.480000	0.084845	0.025303
1.481000	0.085224	0.025303
1.482000	0.085279	0.025303
1.483000	0.085149	0.025303
1.484000	0.085065	0.025303
1.485000	0.085306	0.025303
1.486000	0.086147	0.025303
1.487000	0.087397	0.025303
1.488000	0.088321	0.025303
1.489000	0.088375	0.025304
1.490000	0.087617	0.025304
1.491000	0.086525	0.025304
1.492000	0.085610	0.025304
1.493000	0.085033	0.025304
1.494000	0.084570	0.025304
1.495000	0.083961	0.025304
1.496000	0.083298	0.025304
1.497000	0.082866	0.025304
1.498000	0.082436	0.025304
1.499000	0.081368	0.025304
1.500000	0.079515	0.025304
1.501000	0.077303	0.025304
1.502000	0.075308	0.025304
1.503000	0.074021	0.025304
1.504000	0.073455	0.025304
1.505000	0.073220	0.025304
1.506000	0.072986	0.025305
1.507000	0.072493	0.025305
1.508000	0.071591	0.025305
1.509000	0.070436	0.025305
1.510000	0.069360	0.025305
1.511000	0.068465	0.025305
1.512000	0.067609	0.025305
1.513000	0.066801	0.025305
1.514000	0.066171	0.025305
1.515000	0.065637	0.025305
1.516000	0.064959	0.025305
1.517000	0.064031	0.025305
1.518000	0.062948	0.025306
1.519000	0.061882	0.025306
1.520000	0.060983	0.025306
1.521000	0.060308	0.025306
1.522000	0.059797	0.025306
1.523000	0.059387	0.025306
1.524000	0.059066	0.025306
1.525000	0.058788	0.025306
1.526000	0.058552	0.025306
1.527000	0.058468	0.025307
1.528000	0.058623	0.025307
1.529000	0.058987	0.025307
1.530000	0.059415	0.025307
1.531000	0.059813	0.025307
1.532000	0.060177	0.025307
1.533000	0.060259	0.025307
1.534000	0.059634	0.025307
1.535000	0.058138	0.025307
1.536000	0.055948	0.025308
1.537000	0.053355	0.025308
1.538000	0.050565	0.025308
1.539000	0.047650	0.025308
1.540000	0.044621	0.025308
1.541000	0.041470	0.025308
1.542000	0.038148	0.025308
1.543000	0.034653	0.025308
1.544000	0.031038	0.025309
1.545000	0.027155	0.025309
1.546000	0.022729	0.025309
1.547000	0.017757	0.025309
1.548000	0.012619	0.025309
1.549000	0.007882	0.025309
1.550000	0.003828	0.025309
1.551000	0.000189	0.025310
1.552000	-0.003486	0.025310
1.553000	-0.007493	0.025310
1.554000	-0.011833	0.025310
1.555000	-0.016114	0.025310
1.556000	-0.019951	0.025310
1.557000	-0.023526	0.025310
1.558000	-0.027216	0.025311
1.559000	-0.031127	0.025311
1.560000	-0.035267	0.025311
1.561000	-0.039566	0.025311
1.562000	-0.043850	0.025311
1.563000	-0.047902	0.025311
1.564000	-0.051631	0.025311
1.565000	-0.055248	0.025312
1.566000	-0.059086	0.025312
1.567000	-0.063253	0.025312
1.568000	-0.067553	0.025312
1.569000	-0.071670	0.025312
1.570000	-0.075411	0.025312
1.571000	-0.078769	0.025313
1.572000	-0.081811	0.025313
1.573000	-0.084621	0.025313
1.574000	-0.087315	0.025313
1.575000	-0.089961	0.025313
1.576000	-0.092536	0.025313
1.577000	-0.094959	0.025314
1.578000	-0.097077	0.025314
1.579000	-0.098834	0.025314
1.580000	-0.100391	0.025314
1.581000	-0.101651	0.025314
1.582000	-0.102303	0.025314
1.583000	-0.102383	0.025314
1.584000	-0.102105	0.025315
